Date,Rats,LinkNYC,RestaurantInspections,Business,Rent
2016-01,0.08383848761943902,0.0,0.037809514024452893,0.003082297338949964,0.8752697010171582
2016-02,0.21933800605832798,0.0,0.04316005925663873,0.0017688548875671613,0.7357330797974662
2016-03,0.0715968914514916,0.0,0.08483329155176736,0.004011030333416896,0.8395587866633242
2016-04,0.06191103950002441,0.0001953029637224745,0.08085542698110444,0.003124847419559592,0.8539133831355891
2016-05,0.04579488471137774,0.0,0.13793419275066976,0.003114052160373686,0.8131568703775788
2016-06,0.059512149619887135,0.0,0.10428618068187118,0.0024252600158574692,0.8337764096823842
2016-07,0.03884165126309304,0.0005914972273567468,0.06900800985828712,0.003943314849044978,0.8876155268022181
2016-08,0.05355275085419427,0.00018594705157706342,0.12160937173139949,0.0024173116705018247,0.8222346186923274
2016-09,0.03580002330730684,0.00037291690945111293,0.10795944528609719,0.0020510430019811212,0.8538165714951638
2016-10,0.05951997051642327,0.0,0.11259040862394619,0.0020269958999401113,0.8258626249596904
2016-11,0.3684932586927383,0.0,0.06976267444610897,0.0008830718284317591,0.5608609950327209
2016-12,0.2855256400851001,0.0007336218912772357,0.06954735529308194,0.001907416917320813,0.6422859658132198
2017-01,0.0848832365409591,0.00039207037663260553,0.06625989365091034,0.001960351883163028,0.8465044475483349
2017-02,0.05283267123807596,0.0,0.0765162824827307,0.0018218162495888261,0.8688292300296045
2017-03,0.04053123462862764,0.0,0.11431382193802263,0.005115592720118052,0.8400393507132317
2017-04,0.048237016451204685,0.00039701248107987394,0.09429046425647006,0.0021835686459393067,0.8548919381653061
2017-05,0.054889512879990235,0.00039067268953729706,0.10782566231229399,0.002344036137223782,0.8345501159809547
2017-06,0.0550476560980354,0.0,0.11320754716981132,0.002917720287881735,0.8288270764442716
2017-07,0.31774590511754225,0.0,0.07291861155902571,0.00108631078672664,0.6082491725367054
2017-08,0.32989275464478124,0.0,0.10902438615041203,0.0030881291643589616,0.5579947300404478
2017-09,0.09684902377730524,0.0,0.10206843224434564,0.0013531799729364006,0.7997293640054127
2017-10,0.047291245489674234,0.0002047240064488062,0.10584231133403281,0.005527548174117767,0.8411341709957264
2017-11,0.02385237314996374,0.0004297724891885358,0.10443471487281421,0.008810336028364984,0.8624728034596686
2017-12,0.021898890258939582,0.0,0.1398766954377312,0.00907521578298397,0.8291491985203453
