Date,Rats,LinkNYC,RestaurantInspections,Business,Rent
2016-01,0.1581646423751687,0.0,0.029959514170040485,0.0035087719298245615,0.8083670715249662
2016-02,0.09917110716400236,0.0,0.018354055654233273,0.0017761989342806395,0.8806986382474837
2016-03,0.053169119855812554,0.007509762691498949,0.03484529888855512,0.0033042955842595375,0.9011715229798738
2016-04,0.0513126491646778,0.0011933174224343676,0.050119331742243436,0.002386634844868735,0.8949880668257757
2016-05,0.1275797373358349,0.0005360493165371214,0.06566604127579738,0.0021441972661484857,0.8040739748056821
2016-06,0.31569780100152406,0.00021772262138036142,0.03113433485739168,0.0008708904855214457,0.6520792510341824
2016-07,0.31104334567632325,0.00021781746896101068,0.03920714441298192,0.0015247222827270747,0.6480069701590068
2016-08,0.19662921348314608,0.0,0.061542390194075584,0.0012768130745658835,0.7405515832482125
2016-09,0.20800205180815592,0.0,0.03462426263144396,0.0007694280584765325,0.7566042575019236
2016-10,0.30006758278891643,0.0,0.03491777427348502,0.0004505519261094841,0.664564091011489
2016-11,0.07307804735457468,0.0005846243788365975,0.05583162817889506,0.0008769365682548962,0.8696287635194387
2016-12,0.1292817679558011,0.0,0.039502762430939226,0.002486187845303867,0.8287292817679558
2017-01,0.14472965592572365,0.0,0.040415073730202075,0.0024576734025122883,0.812397596941562
2017-02,0.18058808222742648,0.0005204267499349467,0.038511579495186056,0.0010408534998698933,0.7793390580275826
2017-03,0.1062482004031097,0.0,0.048661099913619346,0.0028793550244745176,0.8422113446587964
2017-04,0.49056913236017713,0.0004920452681646711,0.023782187961292438,0.0013121207151057896,0.48384451369525994
2017-05,0.36139922717103923,0.0002033760423022168,0.03518405531828351,0.003254016676835469,0.5999593247915396
2017-06,0.15002742731760835,0.0008228195282501371,0.036204059243006036,0.0038398244651673065,0.8091058694459682
2017-07,0.07522509439442347,0.0002904443799012489,0.06912576241649725,0.002904443799012489,0.8524542550101656
2017-08,0.08838017965807013,0.0002897710808461316,0.06896551724137931,0.002028397565922921,0.8403361344537815
2017-09,0.37877312560856863,0.0,0.03622200584225901,0.0017526777020447906,0.5832521908471275
2017-10,0.4503288335064036,0.00017307026652821047,0.03547940463828314,0.00380754586362063,0.5102111457251645
2017-11,0.1475663147051249,0.0,0.062065413340200874,0.019057429822302345,0.7713108421323719
2017-12,0.13354447083663235,0.0,0.06360517286883083,0.013723937714436528,0.7891264185801002
